pattern,chord,songs,frequency
"('Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Dmin', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Fmaj', 'Fmaj')",| Cmaj . Gmaj . | | Gmaj Dmin Fmaj . | | Cmaj . Gmaj . | | Dmaj . Fmaj . |,1,1
"('Abmaj', 'Abmaj', 'Abmaj', 'Abmaj', 'Ebmaj', 'Ebmaj', 'Ebmaj', 'Ebmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj')",| Abmaj . . . | | Ebmaj . . . | | Bbmaj . . . | | Bbmaj . . . |,1,5
"('Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin')",| Amin . . . | | Fmaj . Cmaj . | | Cmaj . Fmaj . | | Fmaj . Amin . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Amin', 'Amin', 'Fmaj', 'Gmaj', 'Cmaj', 'Cmaj')",| Amin . . . | | Fmaj . Cmaj . | | Cmaj Fmaj Amin . | | Fmaj Gmaj Cmaj . |,1,2
"('Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin')",| Fmaj . Cmaj . | | Cmaj . . . | | Cmaj . . . | | Cmaj . Amin . |,1,2
"('Fmaj', 'Fmaj', 'Fmaj', 'Emin', 'Dmin', 'Cmaj', 'Fmaj', 'Fmaj', 'Dmin', 'Dmin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin')",| Fmaj . . Emin | | Dmin Cmaj Fmaj . | | Dmin . Gmaj . | | Gmaj . Amin . |,1,1
"('Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj')",| Amin . . Fmaj | | Fmaj . Gmaj . | | Cmaj . Amin . | | Fmaj . Gmaj . |,1,2
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Fmaj')",| Amin . . . | | Amin . . . | | Amin . . . | | Amin . . Fmaj |,1,3
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Emin', 'Emin', 'Emin', 'Emin')",| Fmaj . . . | | Amin . . . | | Dmin . . . | | Emin . . . |,1,2
"('Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amaj')",| Emin . . . | | Emin . . . | | Emin . Amaj . | | Cmaj . . Amaj |,1,1
"('Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Dmin', 'Gmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Fmaj', 'Fmaj')",| Amin . Gmaj . | | Dmin . . Gmaj | | Amin . Gmaj . | | Dmin . Fmaj . |,1,2
"('Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Amin', 'Amin')",| Amin . Gmaj . | | Dmin . Fmaj . | | Amin . Gmaj . | | Dmin . Amin . |,1,1
"('Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Fmaj . Cmaj . | | Gmaj . . . | | Fmaj . Cmaj . | | Gmaj . . . |,1,2
"('Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj')",| Fmaj . Cmaj . | | Gmaj . . Fmaj | | Cmaj . Fmaj . | | Gmaj . Cmaj . |,1,3
"('Dmin', 'Dmin', 'Dmin', 'Gmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Dmin', 'Gmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj')",| Dmin . . Gmaj | | Amin . Gmaj . | | Dmin . . Gmaj | | Amin . Gmaj . |,1,1
"('Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmin', 'Dmin', 'Dmin', 'Gmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Amin . Gmaj . | | Dmin . . Gmaj | | Fmaj . Cmaj . | | Gmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj')",| Cmaj . Fmaj . | | Gmaj . Cmaj . | | Cmaj . Fmaj . | | Gmaj . Cmaj . |,1,1
"('Emaj', 'Emaj', 'Emaj', 'Emaj', 'Gmaj', 'Gmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Emin')",| Emaj . . . | | Gmaj . Emaj . | | Emaj . . Cmaj | | Cmaj . . Emin |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj')",| Amaj . . . | | Amaj . . . | | Amaj . . Amin | | Amin . . Gmaj |,1,1
"('Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Emin . . . | | Dmaj . . . | | Dmaj Cmaj . . | | Cmaj . . . |,1,3
"('Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj')",| Emin . . . | | Dmaj . . . | | Cmaj . . . | | Cmaj . Gmaj . |,1,3
"('Amin', 'Amin', 'Amin', 'Amin', 'Bmin', 'Bmin', 'Bmin', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amin . . . | | Bmin . . Gmaj | | Cmaj . . . | | Dmaj . . . |,1,2
"('Emin', 'Emin', 'Gbmaj', 'Gbmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amin')",| Emin . Gbmaj . | | Emin . . . | | Emin . Amaj . | | Cmaj . . Amin |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin')",| Amin . . . | | Amin Gmaj . . | | Fmaj . . . | | Dmin . . . |,1,11
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj')",| Amin . . . | | Amin Gmaj . . | | Fmaj . . . | | Cmaj . Gmaj . |,1,9
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amin . . . | | Amin Gmaj . . | | Gmaj Fmaj . . | | Fmaj Dmaj . . |,1,2
"('Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Amin', 'Fmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Fmaj . Cmaj . | | Gmaj Fmaj . Amin | | Fmaj Gmaj . Amin | | Amin . . . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Fmaj . . Cmaj | | Gmaj Fmaj . . | | Fmaj Gmaj . Amin | | Amin . . . |,1,2
"('Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amin', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Fmaj Cmaj . . | | Cmaj Gmaj . Amin | | Fmaj . Cmaj . | | Gmaj Fmaj . . |,1,1
"('Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Gmaj . Amin . | | Amin . Dmin . | | Dmin Amin . . | | Amin . . . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Emin', 'Emin', 'Emin', 'Emin')",| Amin . . . | | Gmaj . . . | | Fmaj . . . | | Emin . . . |,1,1
"('Dmin', 'Dmin', 'Dmin', 'Dmin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj')",| Dmin . . . | | Gmaj . . . | | Emin . . . | | Fmaj . . Gmaj |,1,1
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin')",| Gmaj . . . | | Gmaj Amaj Cmaj . | | Gmaj . Amin . | | Amin . Dmin . |,1,1
"('Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin')",| Gmaj . Amin . | | Amin . Cmaj . | | Cmaj . Amin . | | Amin . Dmin . |,1,4
"('Dmaj', 'Dmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin')",| Dmaj . Amin . | | Amin . Cmaj . | | Gmaj . Amin . | | Amin . Dmin . |,1,1
"('Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Emin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Gmaj . Fmaj . | | Fmaj Gmaj . Emin | | Amin . . . | | Amin . . . |,1,2
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Amin', 'Amin', 'Amin', 'Amin')",| Fmaj . . . | | Gmaj . . . | | Emin . . . | | Amin . . . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amin', 'Amin', 'Bmin', 'Bmin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Fmaj . . Emaj | | Emaj . . . | | Amin . Bmin . | | Gmaj . . . |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Cmaj . . . | | Cmaj . Fmaj . | | Fmaj . . . | | Cmaj . . . |,1,7
"('Fmaj', 'Fmaj', 'Fmaj', 'Emaj', 'Emaj', 'Emaj', 'G#min', 'G#min', 'Amaj', 'Amaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Emin', 'Emin')",| Fmaj . . Emaj | | Emaj . G#min . | | Amaj . Fmaj . | | Fmaj Gmaj Emin . |,1,2
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Emin', 'Emin', 'Emin', 'Emin')",| Amaj . . . | | Amaj . . . | | Gmaj . . . | | Emin . . . |,1,3
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj')",| Amaj . . . | | Amaj . . . | | Emaj . Gmaj . | | Gmaj . Dmaj . |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Cmaj . . . | | Cmaj Gmaj . . | | Gmaj . . . | | Gmaj . . . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amaj', 'Amaj', 'Amaj')",| Amaj . . . | | Gmaj . . . | | Gmaj Emaj . . | | Emaj Amaj . . |,1,1
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj')",| Gmaj . . . | | Cmaj . . . | | Cmaj . . . | | Cmaj . Gmaj . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Fmaj', 'Fmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Amaj . . . | | Amaj . . Fmaj | | Fmaj Amaj . . | | Amaj . . . |,1,3
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmin', 'Dmin', 'Dmin')",| Fmaj . . . | | Amin . . . | | Amin Cmaj . . | | Cmaj Dmin . . |,1,2
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Gmaj . . . | | Cmaj . . . | | Fmaj . . . | | Fmaj . . . |,1,3
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Cmaj . . . | | Emaj . . . | | Amin . . . | | Cmaj . . . |,1,3
"('Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmin', 'Dmin', 'Cmaj', 'Cmaj')",| Emaj . . . | | Amin . . . | | Cmaj . . . | | Dmin . Cmaj . |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Cmaj . . . | | Gmaj . . . | | Gmaj Fmaj Cmaj . | | Gmaj . . . |,1,2
"('Gmaj', 'Gmin', 'Gmin', 'Gmin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmin', 'Gmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Gmaj Gmin . . | | Fmaj . . . | | Fmaj . Gmin . | | Cmaj . . . |,1,4
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Fmaj')",| Dmaj . . . | | Dmaj . . . | | Dmaj . . . | | Dmaj . . Fmaj |,1,2
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Fmaj . . . | | Fmaj . . . | | Fmaj . . . | | Fmaj . . . |,1,3
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Gmaj . . . | | Gmaj . . . | | Gmaj Cmaj . . | | Cmaj Fmaj . . |,1,1
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmin', 'Gmin', 'Gmin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Gmaj . . . | | Gmaj Gmin . . | | Fmaj . . . | | Fmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmin', 'Gmin')",| Cmaj . . . | | Cmaj . . . | | Cmaj Gmaj . . | | Gmaj . Gmin . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Fmaj . . . | | Fmaj . . Gmaj | | Amin . Gmaj . | | Cmaj . . . |,1,5
"('Dmin', 'Dmin', 'Dmin', 'Dmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj')",| Dmin . . . | | Cmaj . . . | | Fmaj . . . | | Cmaj . . Gmaj |,1,1
"('Amin', 'Amin', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Amin', 'Amin', 'Fmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Amin . Cmaj . | | Fmaj . . Gmaj | | Amin . Fmaj Gmaj | | Gmaj . . . |,1,2
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Amin . . . | | Amin . Amaj . | | Amaj . . . | | Amaj . . . |,1,7
"('Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amin . . . | | Fmaj . . . | | Cmaj . . . | | Dmaj . . . |,1,1
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Amin', 'Amin')",| Dmaj . . . | | Fmaj . . . | | Cmaj . . . | | Amin . . . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Amaj . . . | | Amaj . . . | | Amin . . . | | Amin . . . |,1,3
"('Emaj', 'Emaj', 'Fmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Cmaj')",| Emaj . Fmaj Emaj | | Emaj . . Amin | | Amin . . Dmin | | Dmin . . Cmaj |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Amin . . . | | Amin . Cmaj . | | Fmaj . Amin . | | Gmaj . . . |,1,1
